ObjectId,Country,ISO2,ISO3,Indicator,Source,CTS Code,CTS Full Descriptor,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,CTS Name,Unit
203,El Salvador,SV,SLV,Lack of coping capacity,Disaster Risk Management Knowledge Centre (DRMKC). 2022. INFORM Risk Index. European Commission. https://drmkc.jrc.ec.europa.eu/inform-index/ INFORM-Risk; IMF staff calculations.,ECFRMC,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Physical Risks, Index for Risk Management, Lack of Coping Capacity",4.8,4.4,4.4,4.5,4.6,4.6,4.5,4.6,4.6,4.6,Index for Risk Management; Lack of Coping Capacity,Index
204,El Salvador,SV,SLV,Vulnerability,Disaster Risk Management Knowledge Centre (DRMKC). 2022. INFORM Risk Index. European Commission. https://drmkc.jrc.ec.europa.eu/inform-index/ INFORM-Risk; IMF staff calculations.,ECFRMV,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Physical Risks, Index for Risk Management, Vulnerability ",2.9,2.8,3.4,2.9,2.8,3.1,4.4,4.5,4.4,4.4,Index for Risk Management; Vulnerability,Index
205,"Equatorial Guinea, Rep. of",GQ,GNQ,Climate-driven Hazard & Exposure,Disaster Risk Management Knowledge Centre (DRMKC). 2022. INFORM Risk Index. European Commission. https://drmkc.jrc.ec.europa.eu/inform-index/ INFORM-Risk; IMF staff calculations.,ECFRMH,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Physical Risks, Index for Risk Management, Climate-Driven Hazard & Exposure ",2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,Climate-Driven Hazard & Exposure,Index
206,"Equatorial Guinea, Rep. of",GQ,GNQ,Climate-driven INFORM Risk Indicator,Disaster Risk Management Knowledge Centre (DRMKC). 2022. INFORM Risk Index. European Commission. https://drmkc.jrc.ec.europa.eu/inform-index/ INFORM-Risk; IMF staff calculations.,ECFRMR,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Physical Risks, Index for Risk Management, Climate-Driven Inform Risk Indicator ",4.6,4.5,4.6,4.5,4.5,4.5,4.2,4.2,4.1,4.1,Climate-Driven Inform Risk Indicator,Index
207,"Equatorial Guinea, Rep. of",GQ,GNQ,Lack of coping capacity,Disaster Risk Management Knowledge Centre (DRMKC). 2022. INFORM Risk Index. European Commission. https://drmkc.jrc.ec.europa.eu/inform-index/ INFORM-Risk; IMF staff calculations.,ECFRMC,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Physical Risks, Index for Risk Management, Lack of Coping Capacity",7.3,7.1,7.2,7.1,7.3,7.2,7.3,7.3,7.3,7.3,Index for Risk Management; Lack of Coping Capacity,Index
208,"Equatorial Guinea, Rep. of",GQ,GNQ,Vulnerability,Disaster Risk Management Knowledge Centre (DRMKC). 2022. INFORM Risk Index. European Commission. https://drmkc.jrc.ec.europa.eu/inform-index/ INFORM-Risk; IMF staff calculations.,ECFRMV,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Physical Risks, Index for Risk Management, Vulnerability ",4.9,4.7,4.7,4.7,4.6,4.6,3.5,3.5,3.3,3.3,Index for Risk Management; Vulnerability,Index
209,"Eritrea, The State of",ER,ERI,Climate-driven Hazard & Exposure,Disaster Risk Management Knowledge Centre (DRMKC). 2022. INFORM Risk Index. European Commission. https://drmkc.jrc.ec.europa.eu/inform-index/ INFORM-Risk; IMF staff calculations.,ECFRMH,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Physical Risks, Index for Risk Management, Climate-Driven Hazard & Exposure ",3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,Climate-Driven Hazard & Exposure,Index
210,"Eritrea, The State of",ER,ERI,Climate-driven INFORM Risk Indicator,Disaster Risk Management Knowledge Centre (DRMKC). 2022. INFORM Risk Index. European Commission. https://drmkc.jrc.ec.europa.eu/inform-index/ INFORM-Risk; IMF staff calculations.,ECFRMR,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Physical Risks, Index for Risk Management, Climate-Driven Inform Risk Indicator ",5.4,5.3,5.1,5.1,5.1,5.1,5,5,4.9,4.9,Climate-Driven Inform Risk Indicator,Index
211,"Eritrea, The State of",ER,ERI,Lack of coping capacity,Disaster Risk Management Knowledge Centre (DRMKC). 2022. INFORM Risk Index. European Commission. https://drmkc.jrc.ec.europa.eu/inform-index/ INFORM-Risk; IMF staff calculations.,ECFRMC,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Physical Risks, Index for Risk Management, Lack of Coping Capacity",8,8,8,8,8,7.8,7.8,7.7,7.7,7.7,Index for Risk Management; Lack of Coping Capacity,Index
212,"Eritrea, The State of",ER,ERI,Vulnerability,Disaster Risk Management Knowledge Centre (DRMKC). 2022. INFORM Risk Index. European Commission. https://drmkc.jrc.ec.europa.eu/inform-index/ INFORM-Risk; IMF staff calculations.,ECFRMV,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Physical Risks, Index for Risk Management, Vulnerability ",5.6,5.2,4.8,4.8,4.8,4.8,4.6,4.6,4.4,4.4,Index for Risk Management; Vulnerability,Index
213,"Estonia, Rep. of",EE,EST,Climate-driven Hazard & Exposure,Disaster Risk Management Knowledge Centre (DRMKC). 2022. INFORM Risk Index. European Commission. https://drmkc.jrc.ec.europa.eu/inform-index/ INFORM-Risk; IMF staff calculations.,ECFRMH,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Physical Risks, Index for Risk Management, Climate-Driven Hazard & Exposure ",1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,Climate-Driven Hazard & Exposure,Index
214,"Estonia, Rep. of",EE,EST,Climate-driven INFORM Risk Indicator,Disaster Risk Management Knowledge Centre (DRMKC). 2022. INFORM Risk Index. European Commission. https://drmkc.jrc.ec.europa.eu/inform-index/ INFORM-Risk; IMF staff calculations.,ECFRMR,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Physical Risks, Index for Risk Management, Climate-Driven Inform Risk Indicator ",1.4,1.4,1.4,1.4,1.3,1.2,1.2,1.2,1.8,1.8,Climate-Driven Inform Risk Indicator,Index
215,"Estonia, Rep. of",EE,EST,Lack of coping capacity,Disaster Risk Management Knowledge Centre (DRMKC). 2022. INFORM Risk Index. European Commission. https://drmkc.jrc.ec.europa.eu/inform-index/ INFORM-Risk; IMF staff calculations.,ECFRMC,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Physical Risks, Index for Risk Management, Lack of Coping Capacity",2.1,2.1,2,2,1.9,1.8,1.8,1.6,1.6,1.6,Index for Risk Management; Lack of Coping Capacity,Index
216,"Estonia, Rep. of",EE,EST,Vulnerability,Disaster Risk Management Knowledge Centre (DRMKC). 2022. INFORM Risk Index. European Commission. https://drmkc.jrc.ec.europa.eu/inform-index/ INFORM-Risk; IMF staff calculations.,ECFRMV,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Physical Risks, Index for Risk Management, Vulnerability ",0.9,0.9,0.9,0.9,0.8,0.7,0.7,0.7,2.6,2.6,Index for Risk Management; Vulnerability,Index
217,"Eswatini, Kingdom of",SZ,SWZ,Climate-driven Hazard & Exposure,Disaster Risk Management Knowledge Centre (DRMKC). 2022. INFORM Risk Index. European Commission. https://drmkc.jrc.ec.europa.eu/inform-index/ INFORM-Risk; IMF staff calculations.,ECFRMH,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Physical Risks, Index for Risk Management, Climate-Driven Hazard & Exposure ",3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,Climate-Driven Hazard & Exposure,Index
218,"Eswatini, Kingdom of",SZ,SWZ,Climate-driven INFORM Risk Indicator,Disaster Risk Management Knowledge Centre (DRMKC). 2022. INFORM Risk Index. European Commission. https://drmkc.jrc.ec.europa.eu/inform-index/ INFORM-Risk; IMF staff calculations.,ECFRMR,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Physical Risks, Index for Risk Management, Climate-Driven Inform Risk Indicator ",4.6,4.3,4.3,4.6,4.6,4.6,4.6,4.5,4.4,4.3,Climate-Driven Inform Risk Indicator,Index
219,"Eswatini, Kingdom of",SZ,SWZ,Lack of coping capacity,Disaster Risk Management Knowledge Centre (DRMKC). 2022. INFORM Risk Index. European Commission. https://drmkc.jrc.ec.europa.eu/inform-index/ INFORM-Risk; IMF staff calculations.,ECFRMC,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Physical Risks, Index for Risk Management, Lack of Coping Capacity",6.7,5.5,5.4,5.4,5.4,5.4,5.4,5.4,5.5,5.5,Index for Risk Management; Lack of Coping Capacity,Index
220,"Eswatini, Kingdom of",SZ,SWZ,Vulnerability,Disaster Risk Management Knowledge Centre (DRMKC). 2022. INFORM Risk Index. European Commission. https://drmkc.jrc.ec.europa.eu/inform-index/ INFORM-Risk; IMF staff calculations.,ECFRMV,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Physical Risks, Index for Risk Management, Vulnerability ",4.4,4.3,4.2,5.2,5.2,5.2,5.2,5.1,4.5,4.3,Index for Risk Management; Vulnerability,Index
221,"Ethiopia, The Federal Dem. Rep. of",ET,ETH,Climate-driven Hazard & Exposure,Disaster Risk Management Knowledge Centre (DRMKC). 2022. INFORM Risk Index. European Commission. https://drmkc.jrc.ec.europa.eu/inform-index/ INFORM-Risk; IMF staff calculations.,ECFRMH,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Physical Risks, Index for Risk Management, Climate-Driven Hazard & Exposure ",4,4,4,4,4,4,4,4,4.1,4.1,Climate-Driven Hazard & Exposure,Index
222,"Ethiopia, The Federal Dem. Rep. of",ET,ETH,Climate-driven INFORM Risk Indicator,Disaster Risk Management Knowledge Centre (DRMKC). 2022. INFORM Risk Index. European Commission. https://drmkc.jrc.ec.europa.eu/inform-index/ INFORM-Risk; IMF staff calculations.,ECFRMR,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Physical Risks, Index for Risk Management, Climate-Driven Inform Risk Indicator ",5.8,5.7,5.8,5.6,5.6,5.6,5.6,5.6,5.8,5.8,Climate-Driven Inform Risk Indicator,Index
223,"Ethiopia, The Federal Dem. Rep. of",ET,ETH,Lack of coping capacity,Disaster Risk Management Knowledge Centre (DRMKC). 2022. INFORM Risk Index. European Commission. https://drmkc.jrc.ec.europa.eu/inform-index/ INFORM-Risk; IMF staff calculations.,ECFRMC,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Physical Risks, Index for Risk Management, Lack of Coping Capacity",7.5,7.2,7.2,6.9,6.8,6.9,6.8,6.8,6.7,6.7,Index for Risk Management; Lack of Coping Capacity,Index
224,"Ethiopia, The Federal Dem. Rep. of",ET,ETH,Vulnerability,Disaster Risk Management Knowledge Centre (DRMKC). 2022. INFORM Risk Index. European Commission. https://drmkc.jrc.ec.europa.eu/inform-index/ INFORM-Risk; IMF staff calculations.,ECFRMV,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Physical Risks, Index for Risk Management, Vulnerability ",6.5,6.4,6.9,6.4,6.4,6.5,6.4,6.4,7,7.1,Index for Risk Management; Vulnerability,Index
225,"Fiji, Rep. of",FJ,FJI,Climate-driven Hazard & Exposure,Disaster Risk Management Knowledge Centre (DRMKC). 2022. INFORM Risk Index. European Commission. https://drmkc.jrc.ec.europa.eu/inform-index/ INFORM-Risk; IMF staff calculations.,ECFRMH,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Physical Risks, Index for Risk Management, Climate-Driven Hazard & Exposure ",2,2,2,2,2,2,2,2,2,2,Climate-Driven Hazard & Exposure,Index
226,"Fiji, Rep. of",FJ,FJI,Climate-driven INFORM Risk Indicator,Disaster Risk Management Knowledge Centre (DRMKC). 2022. INFORM Risk Index. European Commission. https://drmkc.jrc.ec.europa.eu/inform-index/ INFORM-Risk; IMF staff calculations.,ECFRMR,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Physical Risks, Index for Risk Management, Climate-Driven Inform Risk Indicator ",2.8,2.5,2.6,2.8,2.7,2.6,2.6,2.6,2.6,2.6,Climate-Driven Inform Risk Indicator,Index
227,"Fiji, Rep. of",FJ,FJI,Lack of coping capacity,Disaster Risk Management Knowledge Centre (DRMKC). 2022. INFORM Risk Index. European Commission. https://drmkc.jrc.ec.europa.eu/inform-index/ INFORM-Risk; IMF staff calculations.,ECFRMC,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Physical Risks, Index for Risk Management, Lack of Coping Capacity",5.4,3.4,3.3,3.2,2.9,2.7,2.8,2.7,2.7,2.7,Index for Risk Management; Lack of Coping Capacity,Index
228,"Fiji, Rep. of",FJ,FJI,Vulnerability,Disaster Risk Management Knowledge Centre (DRMKC). 2022. INFORM Risk Index. European Commission. https://drmkc.jrc.ec.europa.eu/inform-index/ INFORM-Risk; IMF staff calculations.,ECFRMV,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Physical Risks, Index for Risk Management, Vulnerability ",2,2.2,2.8,3.4,3.4,3.4,3.3,3.4,3.4,3.4,Index for Risk Management; Vulnerability,Index
229,Finland,FI,FIN,Climate-driven Hazard & Exposure,Disaster Risk Management Knowledge Centre (DRMKC). 2022. INFORM Risk Index. European Commission. https://drmkc.jrc.ec.europa.eu/inform-index/ INFORM-Risk; IMF staff calculations.,ECFRMH,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Physical Risks, Index for Risk Management, Climate-Driven Hazard & Exposure ",0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,Climate-Driven Hazard & Exposure,Index
230,Finland,FI,FIN,Climate-driven INFORM Risk Indicator,Disaster Risk Management Knowledge Centre (DRMKC). 2022. INFORM Risk Index. European Commission. https://drmkc.jrc.ec.europa.eu/inform-index/ INFORM-Risk; IMF staff calculations.,ECFRMR,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Physical Risks, Index for Risk Management, Climate-Driven Inform Risk Indicator ",1.1,1,1.1,1.1,1.1,1.1,1.1,1.1,1.2,1.2,Climate-Driven Inform Risk Indicator,Index
231,Finland,FI,FIN,Lack of coping capacity,Disaster Risk Management Knowledge Centre (DRMKC). 2022. INFORM Risk Index. European Commission. https://drmkc.jrc.ec.europa.eu/inform-index/ INFORM-Risk; IMF staff calculations.,ECFRMC,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Physical Risks, Index for Risk Management, Lack of Coping Capacity",1.6,1.3,1.3,1.3,1.4,1.4,1.3,1.3,1.3,1.3,Index for Risk Management; Lack of Coping Capacity,Index
232,Finland,FI,FIN,Vulnerability,Disaster Risk Management Knowledge Centre (DRMKC). 2022. INFORM Risk Index. European Commission. https://drmkc.jrc.ec.europa.eu/inform-index/ INFORM-Risk; IMF staff calculations.,ECFRMV,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Physical Risks, Index for Risk Management, Vulnerability ",1.3,1.3,1.8,1.6,1.6,1.6,1.7,1.7,2.1,2.1,Index for Risk Management; Vulnerability,Index
233,France,FR,FRA,Climate-driven Hazard & Exposure,Disaster Risk Management Knowledge Centre (DRMKC). 2022. INFORM Risk Index. European Commission. https://drmkc.jrc.ec.europa.eu/inform-index/ INFORM-Risk; IMF staff calculations.,ECFRMH,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Physical Risks, Index for Risk Management, Climate-Driven Hazard & Exposure ",3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,Climate-Driven Hazard & Exposure,Index
234,France,FR,FRA,Climate-driven INFORM Risk Indicator,Disaster Risk Management Knowledge Centre (DRMKC). 2022. INFORM Risk Index. European Commission. https://drmkc.jrc.ec.europa.eu/inform-index/ INFORM-Risk; IMF staff calculations.,ECFRMR,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Physical Risks, Index for Risk Management, Climate-Driven Inform Risk Indicator ",2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.6,2.6,2.6,Climate-Driven Inform Risk Indicator,Index
235,France,FR,FRA,Lack of coping capacity,Disaster Risk Management Knowledge Centre (DRMKC). 2022. INFORM Risk Index. European Commission. https://drmkc.jrc.ec.europa.eu/inform-index/ INFORM-Risk; IMF staff calculations.,ECFRMC,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Physical Risks, Index for Risk Management, Lack of Coping Capacity",2,2,2,2,1.9,1.9,1.9,2,1.9,1.9,Index for Risk Management; Lack of Coping Capacity,Index
236,France,FR,FRA,Vulnerability,Disaster Risk Management Knowledge Centre (DRMKC). 2022. INFORM Risk Index. European Commission. https://drmkc.jrc.ec.europa.eu/inform-index/ INFORM-Risk; IMF staff calculations.,ECFRMV,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Physical Risks, Index for Risk Management, Vulnerability ",2.5,2.5,2.5,2.6,2.6,2.7,2.8,2.8,3,3,Index for Risk Management; Vulnerability,Index
237,Gabon,GA,GAB,Climate-driven Hazard & Exposure,Disaster Risk Management Knowledge Centre (DRMKC). 2022. INFORM Risk Index. European Commission. https://drmkc.jrc.ec.europa.eu/inform-index/ INFORM-Risk; IMF staff calculations.,ECFRMH,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Physical Risks, Index for Risk Management, Climate-Driven Hazard & Exposure ",2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,Climate-Driven Hazard & Exposure,Index
238,Gabon,GA,GAB,Climate-driven INFORM Risk Indicator,Disaster Risk Management Knowledge Centre (DRMKC). 2022. INFORM Risk Index. European Commission. https://drmkc.jrc.ec.europa.eu/inform-index/ INFORM-Risk; IMF staff calculations.,ECFRMR,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Physical Risks, Index for Risk Management, Climate-Driven Inform Risk Indicator ",3.8,3.7,3.7,3.7,3.6,3.6,3.6,3.5,3.6,3.6,Climate-Driven Inform Risk Indicator,Index
239,Gabon,GA,GAB,Lack of coping capacity,Disaster Risk Management Knowledge Centre (DRMKC). 2022. INFORM Risk Index. European Commission. https://drmkc.jrc.ec.europa.eu/inform-index/ INFORM-Risk; IMF staff calculations.,ECFRMC,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Physical Risks, Index for Risk Management, Lack of Coping Capacity",5.9,5.8,5.9,6,6.1,6,6,6.1,6.1,6.1,Index for Risk Management; Lack of Coping Capacity,Index
240,Gabon,GA,GAB,Vulnerability,Disaster Risk Management Knowledge Centre (DRMKC). 2022. INFORM Risk Index. European Commission. https://drmkc.jrc.ec.europa.eu/inform-index/ INFORM-Risk; IMF staff calculations.,ECFRMV,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Physical Risks, Index for Risk Management, Vulnerability ",4.2,4,3.9,3.7,3.4,3.4,3.4,3.3,3.4,3.4,Index for Risk Management; Vulnerability,Index
